id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6832599,room in williamsburg opposite park,26185036,tim,brooklyn,williamsburg,40.71647,-73.93824,private room,65,1,0,0,0.0,1,0
6833000,studio in the heart of manhattan,1587123,raymond,manhattan,upper east side,40.76716,-73.96366,entire home/apt,135,3,4,2016-05-24,0.09,1,0
6833049,sunny spacious 1br in west village,1787313,lauren,manhattan,west village,40.73185,-74.00271,entire home/apt,150,4,5,2017-12-11,0.1,1,0
6833911,bright art loft in e. williamsburg,28509737,michael,brooklyn,williamsburg,40.70299,-73.93585,private room,59,5,2,2015-09-01,0.04,2,0
6834972,floorthru two bed & private yard,438545,christie,brooklyn,carroll gardens,40.68276,-74.00016,entire home/apt,275,4,0,0,0.0,1,0
6837529,1 br available in lovely les unit,35829854,ben,manhattan,lower east side,40.72082,-73.98592,private room,135,1,6,2016-05-07,0.12,1,0
6843145,"perfect, 1 block from central park",5361360,michael,manhattan,upper west side,40.78787,-73.97116,entire home/apt,200,3,6,2017-07-17,0.16,1,0
6845877,big & bright & elevator on the ues,14171882,brett,manhattan,upper east side,40.77372,-73.94986,entire home/apt,120,1,6,2016-09-11,0.12,1,0
6847053,room in sunny & spacious uptown apt,35878048,avia,manhattan,morningside heights,40.81103,-73.95804,private room,82,1,0,0,0.0,1,0
6849332,"clean, convenient & calming space",973817,carol,manhattan,washington heights,40.85151,-73.93789,entire home/apt,105,2,0,0,0.0,1,0
6850801,3 bedroom kid-friendly apartment,27287584,chana,brooklyn,prospect-lefferts gardens,40.6613,-73.94457,entire home/apt,250,4,0,0,0.0,1,0
6851685,hudson luxury suite - water and bridge views,33605216,elam,manhattan,washington heights,40.8395,-73.9447,private room,145,3,1,2015-07-15,0.02,1,3
6851700,private room in quintessential bk!,35902297,meg,brooklyn,carroll gardens,40.67416,-73.99955,private room,40,1,0,0,0.0,1,0
6852731,cozy apt in very hip greenpoint!,2407990,linsy,brooklyn,greenpoint,40.72982,-73.95503,entire home/apt,120,3,2,2015-12-14,0.05,1,0
6853661,"clean, spacious les 1 bdrm",35914632,pete,manhattan,lower east side,40.71905,-73.98487,entire home/apt,250,2,2,2015-09-28,0.04,1,0
6853752,three-story house in prime wburg,946943,annie,brooklyn,williamsburg,40.71332,-73.94952,entire home/apt,295,2,0,0,0.0,3,0
6854013,beautiful penthouse apartment,22136368,anna,brooklyn,bedford-stuyvesant,40.68382,-73.9215,entire home/apt,120,2,0,0,0.0,1,0
6854221,convenient room in greenpoint,14495918,sam,brooklyn,greenpoint,40.73376,-73.95443,private room,40,7,2,2016-08-24,0.05,1,0
6854372,beautiful bedroom in brooklyn,1461503,phillip,brooklyn,bedford-stuyvesant,40.68645,-73.92425,private room,55,1,2,2015-10-25,0.04,1,0
6860656,your cozy nyc private room getaway!,15783878,steven,manhattan,harlem,40.82094,-73.95622,private room,185,2,14,2019-06-15,0.33,1,155
6862191,"2 bedroom apartment in dumbo, brooklyn",17782625,david,brooklyn,dumbo,40.70212,-73.9851,entire home/apt,245,3,8,2019-05-27,0.16,2,0
6862600,bright parkside brownstone,21705761,jonathan,brooklyn,park slope,40.66722,-73.97811,entire home/apt,215,2,2,2016-04-05,0.05,1,0
6863948,studio + loft space in gramercy,3313475,mimi,manhattan,kips bay,40.74229,-73.98165,entire home/apt,150,2,2,2015-07-25,0.04,1,0
6864482,queer friendly lofted bedstuy room,35798207,jonathan,brooklyn,bedford-stuyvesant,40.69468,-73.94729,private room,80,1,0,0,0.0,1,0
6865662,"loft style, chill, charming east village sanctuary",29480685,anna,manhattan,east village,40.72148,-73.98235,entire home/apt,244,2,22,2019-07-02,0.45,1,1
6866040,pretty artists apt private br in williamsburg,844227,barbara,brooklyn,williamsburg,40.71117,-73.95292,private room,74,3,9,2019-03-19,0.66,1,18
6866061,delightful & roomy 1 bdrm apt,4939720,masha,brooklyn,crown heights,40.66689,-73.95882,entire home/apt,88,1,8,2016-01-29,0.17,1,0
6869363,location! upper west side,35997540,luis,manhattan,upper west side,40.78748,-73.98023,entire home/apt,150,1,0,0,0.0,1,0
6871251,large uws apartment by the park,34780872,natalie,manhattan,upper west side,40.7787,-73.98088,entire home/apt,259,3,20,2017-12-30,0.41,1,0
6871600,cozy room in nolita/soho,4271676,nat,manhattan,nolita,40.7214,-73.99635,private room,100,1,18,2017-06-06,0.38,3,0
6879485,charming classic brooklyn railroad,26490481,matthew,brooklyn,greenpoint,40.72424,-73.95303,entire home/apt,125,1,1,2015-08-29,0.02,1,0
6880873,parkside renovated 1 bedroom,17475096,rosemary,brooklyn,flatbush,40.65194,-73.95997,entire home/apt,85,2,2,2016-10-03,0.05,2,0
6880990,en suite room  upper west side,36055888,ryan,manhattan,harlem,40.83019,-73.94991,private room,75,2,1,2015-07-26,0.02,1,0
6881827,times square/hells kitchen home,25111426,david,manhattan,hell's kitchen,40.76308,-73.99,private room,190,2,0,0,0.0,1,0
6882689,cool centrally located les apt.,4040200,bobby,manhattan,lower east side,40.71952,-73.98535,entire home/apt,198,2,17,2016-04-05,0.35,1,0
6883404,chic and homey chelsea studio,35651501,elizabeth,manhattan,chelsea,40.73983,-73.9988,entire home/apt,295,1,17,2019-05-15,0.35,1,175
6884147,bedroom with huge windows and space,36072139,hyun na,brooklyn,bushwick,40.69296,-73.9242,private room,50,1,0,0,0.0,1,0
6884254,cozy quiet room off of broadway,19789003,mike,brooklyn,bedford-stuyvesant,40.68666,-73.91972,private room,35,1,1,2015-08-22,0.02,1,0
6884647,3 bed 3 bath in bedstuy brownstone,36074783,brian,brooklyn,bedford-stuyvesant,40.68786,-73.95211,entire home/apt,200,5,0,0,0.0,1,0
6884974,private bedroom in cozy loft,7238334,ethan,brooklyn,greenpoint,40.72253,-73.94733,private room,110,1,1,2015-07-20,0.02,1,0
6885369,beautiful apt in lefferts gardens,1442860,godfrey,brooklyn,flatbush,40.6548,-73.95388,private room,40,2,32,2019-07-01,0.68,1,82
6885767,real new york city cozy living,36080537,samara,manhattan,hell's kitchen,40.75603,-73.99247,entire home/apt,95,1,0,0,0.0,1,0
6885805,private room in south williamsburg,5743711,frasier,brooklyn,williamsburg,40.70748,-73.95503,private room,75,2,2,2015-10-11,0.04,1,0
6886371,bright large hell's kitchen studio,1694147,rachel,manhattan,hell's kitchen,40.76734,-73.98676,entire home/apt,199,3,13,2019-05-28,0.27,1,4
6887405,private room in comfy nyc apt!,11081099,rob,manhattan,harlem,40.82878,-73.94625,private room,50,1,1,2015-06-27,0.02,1,0
6895123,"large, sunny 1 br  greenpoint",7107154,zyanna,brooklyn,greenpoint,40.73659,-73.95354,entire home/apt,95,5,4,2017-01-01,0.11,1,0
6901484,williamsburg - berry and n 9th,36166165,johnathon,brooklyn,williamsburg,40.71909,-73.95811,private room,62,1,1,2017-09-17,0.05,1,0
6902147,studio apartment in crown heights,88032,timothy,brooklyn,crown heights,40.67659,-73.95417,entire home/apt,65,7,0,0,0.0,1,0
6902855,loft-like apt on the park / 18 min to manhattan,36176332,marcel,brooklyn,flatbush,40.65146,-73.96634,entire home/apt,120,5,19,2016-07-25,0.39,1,1
6909447,cozy & perfectly located studio,36207962,ariel,manhattan,upper west side,40.78267,-73.97661,entire home/apt,150,3,13,2015-11-28,0.26,1,0
6909615,nifty room near express a train!,36208205,jakob,manhattan,washington heights,40.84666,-73.9379,private room,45,1,1,2015-08-25,0.02,1,0
6910072,sunny room in bushwick & central ac,36211685,vienna,queens,ridgewood,40.70588,-73.91464,private room,85,1,1,2015-08-17,0.02,1,0
6911965,private bedroom on prospect park,1106323,sebastian,brooklyn,windsor terrace,40.66036,-73.98214,private room,59,1,1,2016-04-25,0.03,2,0
6913023,a hideaway room,36227371,brittney,brooklyn,bushwick,40.70035,-73.92316,private room,75,1,0,0,0.0,1,0
6913431,garden level nest in brooklyn,36229779,juliana,brooklyn,bedford-stuyvesant,40.68512,-73.95767,entire home/apt,105,1,9,2015-08-09,0.18,1,0
6913795,nevena's,10716661,dimitrios,queens,ditmars steinway,40.77228,-73.91345,entire home/apt,75,3,2,2016-01-31,0.04,1,0
6914268,room in apartment,36166297,tejal,manhattan,stuyvesant town,40.7339,-73.97743,private room,45,1,0,0,0.0,1,0
6914516,large bedroom with private terrace,36237566,nora,manhattan,east village,40.72714,-73.97894,private room,100,1,1,2015-11-18,0.02,1,0
6915467,clean room close to subway station,27962518,xiangyu,queens,elmhurst,40.73713,-73.8741,private room,85,1,1,2015-07-02,0.02,2,0
6919797,1br tsquare with terrace and view,4112404,vero,manhattan,hell's kitchen,40.76441,-73.99245,entire home/apt,269,7,31,2018-06-23,0.66,3,11
6919971,studio apartment on upper west side,36268893,brittany nicole,manhattan,upper west side,40.80108,-73.9705,entire home/apt,70,1,1,2016-07-18,0.03,1,0
6921004,stunning room factory building apt,1544412,carlota,brooklyn,williamsburg,40.71761,-73.9641,private room,90,5,18,2019-05-30,0.4,1,37
6921831,home sweet harlem,36279488,brian,manhattan,harlem,40.8122,-73.95246,private room,172,3,8,2017-10-30,0.17,1,0
6921974,williamsburg studio,35921273,andrew,brooklyn,williamsburg,40.7173,-73.9532,entire home/apt,160,1,1,2015-07-14,0.02,1,0
6921984,the perfect west village stay!,619693,nick,manhattan,west village,40.73323,-74.00434,entire home/apt,198,2,3,2016-10-22,0.07,1,0
6922490,perfect location! large one bedroom,742729,michael,manhattan,east village,40.72691,-73.98534,entire home/apt,154,2,37,2019-06-18,0.81,1,0
6922758,scandi apartment w/ roofdeck & manhattan views,896708,kat,brooklyn,cobble hill,40.68391,-73.99583,entire home/apt,285,5,4,2019-03-17,0.36,2,19
6923000,williamsburg luxury apartment,1164568,emilie,brooklyn,williamsburg,40.71199,-73.96022,entire home/apt,180,3,3,2016-08-25,0.06,1,0
6923161,cozy room just off central park,36285615,selim,manhattan,harlem,40.80152,-73.9509,private room,90,2,12,2016-07-05,0.24,1,0
6924363,private bedroom in nyc,12072392,valerie,manhattan,harlem,40.80286,-73.94997,private room,120,1,0,0,0.0,1,0
6924793,private apt. downtown les. 2 blocks from subway.,4019055,katherine,manhattan,lower east side,40.7179,-73.98477,entire home/apt,99,2,57,2019-01-28,1.17,1,0
6924942,perfect spot while visiting nyc,1325961,chris,manhattan,east harlem,40.79721,-73.94328,entire home/apt,111,3,6,2017-08-25,0.13,2,0
6925777,lofty/sunny private rm in bushwick!,26330490,sandy,brooklyn,bushwick,40.70479,-73.92316,private room,40,7,5,2016-08-09,0.11,1,0
6926449,lovely room off prospect park,36308476,erica,brooklyn,flatbush,40.64924,-73.96714,private room,35,4,2,2016-08-21,0.06,1,157
6926686,clean and comfy room avail in soho!,4667102,alexia,manhattan,little italy,40.7185,-73.99805,private room,95,5,1,2015-08-24,0.02,1,0
6927027,charming & private room in w'burg,503555,phyl,brooklyn,williamsburg,40.71488,-73.96148,private room,89,8,2,2015-12-13,0.04,3,0
6933326,stunning nyc room river view/light!,25168888,svjetlana,manhattan,harlem,40.82231,-73.95626,private room,75,3,14,2019-01-02,0.29,3,20
6933582,cozy home in the heart of astoria,35914251,loren,queens,astoria,40.76371,-73.92049,entire home/apt,100,4,2,2015-12-31,0.04,1,0
6934249,"location, light, and charm",24465231,gael,brooklyn,greenpoint,40.72464,-73.9533,entire home/apt,149,7,7,2018-07-01,0.15,1,0
6934770,cozy and large 1 bedroom apartment,36356923,ali,queens,astoria,40.76348,-73.91995,private room,55,1,0,0,0.0,1,0
6936903,williamsburg oasis w/ private yard!,36369314,rinat,brooklyn,williamsburg,40.71616,-73.94352,entire home/apt,199,7,3,2016-08-07,0.06,1,0
6937480,bushwick beaut! private bed & bath,36373090,erika,brooklyn,bushwick,40.70043,-73.92167,private room,70,5,1,2015-08-19,0.02,1,0
6937871,large private room on prospect park,1106323,sebastian,brooklyn,windsor terrace,40.66036,-73.98244,private room,65,3,0,0,0.0,2,0
6938827,prime apartment in prime park slope location!,36381094,gidon,brooklyn,park slope,40.67177,-73.97882,entire home/apt,229,3,22,2018-12-26,0.46,1,0
6939024,chic 1 br in east village,34930811,paloma,manhattan,east village,40.72517,-73.98742,entire home/apt,195,1,15,2015-12-06,0.31,1,0
6939668,lovely 1br on the upper west side,36387290,megan,manhattan,upper west side,40.78147,-73.97806,entire home/apt,150,1,0,0,0.0,1,0
6939719,bright and spacious two room studio in midtown!!!,36006178,eric,manhattan,hell's kitchen,40.76497,-73.98848,entire home/apt,300,7,8,2018-10-08,0.21,1,0
6939758,mid-century apt. next to subway,3266476,jack,manhattan,kips bay,40.74206,-73.98014,private room,100,5,11,2018-05-31,0.23,1,0
6939859,"nice room, very close to the subway",36388501,loralee,brooklyn,williamsburg,40.70658,-73.93801,private room,50,3,5,2015-09-16,0.1,1,0
6940108,classic upper east side 1 bed (king bed) apt,13031379,esther,manhattan,upper east side,40.77252,-73.9556,entire home/apt,140,2,57,2019-06-16,1.18,1,0
6941601,manhattan club,36400642,abdul rahman,manhattan,midtown,40.76448,-73.98187,entire home/apt,175,7,0,0,0.0,1,0
6942211,sunny uws apt steps to central park,10124757,ning,manhattan,upper west side,40.78905,-73.96748,entire home/apt,185,8,3,2016-01-03,0.06,1,0
6946479,lovely 3 story cottage in park slope,204472,raul,brooklyn,south slope,40.66672,-73.98462,entire home/apt,250,3,2,2016-08-28,0.04,1,0
6947017,private room. amazing location!,35968845,andre,manhattan,upper west side,40.79421,-73.97097,private room,89,3,1,2015-07-26,0.02,2,0
6947477,private room. amazing location!,35968845,andre,manhattan,upper west side,40.79265,-73.97108,private room,89,1,1,2015-07-19,0.02,2,0
6948161,awesome studio in chelsea,24806455,julian,manhattan,chelsea,40.74815,-73.99417,entire home/apt,250,1,0,0,0.0,1,0
6949104,"chelsea flat-gorgeous, bright, safe",6884282,matthew,manhattan,chelsea,40.74682,-74.00417,private room,135,5,1,2015-08-09,0.02,1,0
6949554,clean bedroom with private bathroom,10609847,kristie,brooklyn,williamsburg,40.70781,-73.95553,private room,93,3,0,0,0.0,1,0
6950074,"beautiful, cozy apartment",6434434,jenna,queens,ditmars steinway,40.7789,-73.90688,entire home/apt,110,2,14,2017-12-10,0.29,1,0
6950477,cozy studio in historic brownstone,7253422,nate',manhattan,harlem,40.82599,-73.94545,entire home/apt,76,1,3,2015-08-22,0.06,1,0
6950807,spacious 1bdrm in long island city,36441990,samir,queens,astoria,40.75671,-73.91749,entire home/apt,105,1,5,2016-08-13,0.1,1,0
6952302,2br- downtown brooklyn,31883140,fabiana,brooklyn,fort greene,40.69173,-73.97756,entire home/apt,120,4,1,2016-07-04,0.03,1,0
6953013,one bedroom apt in east harlem,36453453,khaled,manhattan,east harlem,40.79063,-73.94718,entire home/apt,110,5,3,2017-07-24,0.06,1,0
6954288,cozy and chic 1 bedroom!!,14379468,pamela,manhattan,harlem,40.81254,-73.94118,entire home/apt,125,1,4,2016-11-20,0.09,1,0
6955143,large sunny private bedroom,16533401,aaron,brooklyn,gowanus,40.67781,-73.9851,private room,130,1,0,0,0.0,1,0
6956358,spacious & happy gem in les!,7013442,rafael,manhattan,lower east side,40.71996,-73.98729,private room,100,3,2,2015-08-30,0.04,1,0
6956956,spacious room near manhattan!,18091740,brittany,brooklyn,williamsburg,40.70198,-73.947,private room,70,4,1,2016-12-08,0.03,1,0
6957272,"beautiful, spacious & sunny 1br",15647782,reinier,manhattan,upper west side,40.80271,-73.96853,entire home/apt,155,4,10,2017-05-12,0.21,1,0
6957328,williamsburg❤️central location queen bed a/c,330976,daniel,brooklyn,williamsburg,40.70875,-73.95364,private room,85,1,20,2018-07-27,0.42,1,0
6959212,a well equipped studio,28601986,isiah,manhattan,east harlem,40.79952,-73.93502,entire home/apt,84,3,10,2019-01-02,0.21,1,0
6965441,1 bedroom on tree lined street in chelsea,19228782,ben,manhattan,chelsea,40.74438,-74.00178,entire home/apt,150,3,2,2016-06-14,0.05,1,1
6966936,single family bushwick oasis,36208562,rebecca & warren,brooklyn,bushwick,40.69847,-73.92787,entire home/apt,250,2,23,2016-10-29,0.49,1,0
6967201,huge room on central park,36530547,tj,manhattan,upper west side,40.79126,-73.96738,private room,110,1,0,0,0.0,1,0
6967305,prospect heights garden apartment,36531150,stephanie,brooklyn,prospect heights,40.67886,-73.96802,entire home/apt,164,1,2,2015-08-16,0.04,1,0
6967861,a huge apartment near manhattan,36534042,rabie,brooklyn,fort hamilton,40.62084,-74.03739,entire home/apt,120,7,1,2015-08-01,0.02,1,0
6968488,one bedroom in brooklyn-fort greene,8080357,kathryn,brooklyn,fort greene,40.69246,-73.97171,private room,55,4,0,0,0.0,1,0
6968737,park slope brooklyn for july,36538690,thomas,brooklyn,south slope,40.6648,-73.98044,entire home/apt,224,4,1,2015-07-31,0.02,1,0
6969425,large room w/ personal bath in bed-wick near all!,12906455,jennifer,brooklyn,bedford-stuyvesant,40.69467,-73.93333,private room,61,2,29,2019-06-22,0.59,1,5
6970005,"artist home, greenwich village, nyc",23026033,charlotte,manhattan,greenwich village,40.73104,-73.99708,entire home/apt,230,7,1,2015-09-19,0.02,1,0
6970965,"cozy and spacious, 1 bedroom, astoria",36551297,sebastian,queens,astoria,40.76194,-73.91881,private room,70,2,8,2016-12-23,0.16,1,0
6972046,large private upper west side room,23574544,maxwell,manhattan,upper west side,40.78567,-73.97665,private room,150,1,7,2015-09-26,0.14,1,0
6972271,"2br cozy, large & central apartment",31213925,philippe,manhattan,midtown,40.74462,-73.98272,entire home/apt,150,2,0,0,0.0,1,0
6972534,nice room in a super nice apartment,21803081,terry,brooklyn,williamsburg,40.71591,-73.9417,private room,55,7,2,2015-08-16,0.04,1,0
6972554,nice 1 br apartment at central park,17155244,drew,manhattan,east harlem,40.7984,-73.94777,entire home/apt,155,4,4,2015-09-08,0.08,1,0
6972673,spacious one bedroom with en-suite,13698410,rawan,brooklyn,clinton hill,40.69489,-73.96496,private room,80,7,12,2017-06-25,0.25,1,0
6973011,beautiful large private 1 bd w/ mediation space,19247979,neelam,brooklyn,flatbush,40.63488,-73.96546,entire home/apt,85,3,0,0,0.0,1,0
6973159,bed-stuy belle,4225192,gaby,brooklyn,bedford-stuyvesant,40.6936,-73.94653,private room,40,1,1,2015-07-11,0.02,1,0
6973598,large bedroom in astoria/lic area,36566148,felicia,queens,long island city,40.75328,-73.92244,private room,55,1,5,2015-07-28,0.1,1,0
6974249,prime williamsburg location,6623402,robert,brooklyn,williamsburg,40.7196,-73.95599,entire home/apt,125,1,6,2016-08-28,0.13,1,0
6974728,"private room, bath & terrace on uws",36571434,zack,manhattan,upper west side,40.80016,-73.96448,private room,139,2,24,2018-06-22,0.5,1,20
6974801,"1br with roof, balcony, best 'hood!",21175506,peter,brooklyn,greenpoint,40.73006,-73.95694,entire home/apt,165,1,1,2015-07-03,0.02,1,0
6975129,"large room, cozy, 15min manhattan",36575095,hana,brooklyn,clinton hill,40.68409,-73.96531,private room,50,1,1,2015-07-03,0.02,1,0
6976045,cozy apt in lively carroll gardens,1373836,carlotta,brooklyn,carroll gardens,40.68151,-73.99285,entire home/apt,150,5,3,2016-12-27,0.06,1,0
6982174,room for rent shared bathroom,36610302,eudelia,brooklyn,bedford-stuyvesant,40.68682,-73.92019,private room,50,1,0,0,0.0,1,0
6988265,great for a family of 4!,36634420,kobi,manhattan,washington heights,40.85183,-73.94022,entire home/apt,120,1,0,0,0.0,1,0
6988793,"perfect for cat, book, park lovers!",13857446,laura,brooklyn,flatbush,40.65371,-73.95623,entire home/apt,90,2,12,2015-12-19,0.25,1,0
6988905,a perfect midtown studio (24/hr doorman),36133913,matt,manhattan,midtown,40.7544,-73.97345,entire home/apt,190,2,25,2018-11-19,0.51,1,4
6989258,cozy gem in harlem close to all!,7339760,maritza,manhattan,east harlem,40.79243,-73.93952,entire home/apt,130,2,1,2015-08-13,0.02,1,0
6990524,3br gramercy apt in heart of nyc,36650631,alissa,manhattan,kips bay,40.73912,-73.9825,entire home/apt,300,1,0,0,0.0,1,0
6991910,"discount! mins to soho -cozy, good sized bedroom",36656552,kandee,manhattan,lower east side,40.71947,-73.99327,private room,150,1,2,2016-09-23,0.04,3,0
6992939,"beautiful cute studio, fort greene",1281637,jessica,brooklyn,fort greene,40.6873,-73.97225,entire home/apt,140,2,1,2015-08-24,0.02,1,0
6992973,1 bedroom in prime williamsburg,5162530,0,brooklyn,williamsburg,40.71838,-73.9563,entire home/apt,145,1,0,0,0.0,1,0
6994064,the most efficient efficiency ever,35928174,greg,brooklyn,williamsburg,40.70458,-73.94095,entire home/apt,110,2,15,2019-07-01,0.31,1,12
6999056,manhattan at its best! trendy area,415502,enrica,manhattan,harlem,40.80418,-73.95513,private room,70,1,3,2015-08-21,0.06,1,0
7001872,perfect ues; steps from park ave,36708202,robert,manhattan,upper east side,40.76425,-73.96811,entire home/apt,195,7,26,2019-06-30,0.54,1,1
7002269,15 min walk to prospect park!,10945786,keith,brooklyn,prospect-lefferts gardens,40.65887,-73.94882,private room,30,6,1,2015-09-17,0.02,1,0
7002406,near columbia university,36710507,tao,manhattan,morningside heights,40.81514,-73.95954,private room,80,1,0,0,0.0,1,0
7002884,studio with east river view,36713105,markus,manhattan,east harlem,40.78551,-73.94167,entire home/apt,99,3,4,2016-06-15,0.1,1,0
7002915,charming uws 1-bedroom w/loft,1599175,louise,manhattan,upper west side,40.77828,-73.9764,entire home/apt,165,3,1,2017-03-20,0.04,1,0
7003507,whole apartment - beautiful sunny studio,6968630,doug,brooklyn,crown heights,40.67627,-73.94775,entire home/apt,95,4,5,2018-07-23,0.1,1,1
7003788,luxury apt 10mins manhattan,21773199,joo,queens,long island city,40.74406,-73.94504,entire home/apt,149,4,4,2015-10-17,0.09,1,0
7006151,warm cozy manhattan studio,36727985,patricia,manhattan,midtown,40.74379,-73.98795,entire home/apt,177,3,22,2019-06-21,0.45,1,0
7010135,upper east side - 1 bedroom queen,24706492,dani,manhattan,upper east side,40.77734,-73.95779,shared room,130,7,0,0,0.0,1,0
7010681,gorgeous garden apt steps to park,36754170,steve,brooklyn,prospect-lefferts gardens,40.65703,-73.95964,entire home/apt,110,1,2,2015-08-10,0.04,1,0
7015831,relaxing bedroom in 6br apartment,36029533,john,brooklyn,bushwick,40.69034,-73.91666,private room,35,1,1,2015-07-28,0.02,1,0
7018619,cozy bedroom in renovated harlem apartment,4783045,delesia,manhattan,harlem,40.81435,-73.94588,private room,52,2,1,2016-07-20,0.03,1,0
7019122,giant sunny east williamsburg loft!,1733462,kim,brooklyn,williamsburg,40.71351,-73.92999,entire home/apt,160,4,40,2019-06-20,0.83,1,138
7019534,beautiful convenient brooklyn loft,34908118,linda,brooklyn,williamsburg,40.70711,-73.95136,entire home/apt,100,3,5,2016-12-14,0.11,1,0
7020776,mid century beauty in east village,6406576,wendy,manhattan,east village,40.72795,-73.98503,entire home/apt,250,5,0,0,0.0,1,0
7021346,nice and cozy room,6661559,melissa,manhattan,east village,40.72294,-73.9857,private room,99,1,0,0,0.0,1,0
7023033,♡private rm/women's safe art home♡,54255,sarah,brooklyn,bedford-stuyvesant,40.68411,-73.93208,private room,99,1,4,2015-10-07,0.08,3,189
7023437,loft rental off of graham!,1298759,frances,brooklyn,williamsburg,40.71303,-73.94063,entire home/apt,220,7,2,2016-08-23,0.04,1,0
7023636,"safe,quiet,cozy,washington hts apt",36816089,lynn,manhattan,washington heights,40.84454,-73.94188,private room,70,1,0,0,0.0,1,0
7023739,charming one bedroom in ues!,23833056,mira,manhattan,upper east side,40.7688,-73.9535,private room,150,1,0,0,0.0,1,0
7023818,near central park & grand central,36817279,steve,manhattan,midtown,40.7587,-73.96705,private room,105,2,17,2019-04-28,0.55,1,190
7024079,best location near columbia u,36818817,mifan,manhattan,morningside heights,40.80395,-73.96531,private room,50,3,3,2015-08-17,0.06,2,0
7024303,lightfilled one bedroom loft,2750745,sarah,brooklyn,bedford-stuyvesant,40.69039,-73.95947,entire home/apt,120,2,4,2017-10-29,0.08,1,0
7024538,sublet entire apt in brooklyn,16112564,laszlo jakab,brooklyn,brooklyn heights,40.69382,-73.99334,entire home/apt,130,7,1,2015-06-29,0.02,1,0
7024774,our beautiful apt in fort greene,703023,rebecca,brooklyn,fort greene,40.69276,-73.97061,entire home/apt,205,3,3,2019-06-30,0.06,1,0
7025026,prime west village w/outdoor patio,3011750,drew,manhattan,west village,40.73669,-74.00375,entire home/apt,149,3,5,2016-05-15,0.1,1,0
7025693,beautiful brooklyn brownstone,3743867,megan,brooklyn,bedford-stuyvesant,40.6811,-73.95275,private room,100,1,0,0,0.0,1,0
7026258,airy living room | 15 min. to gc,33736005,sarah,queens,sunnyside,40.74439,-73.92163,shared room,50,1,1,2015-06-28,0.02,2,0
7028199,no fee rental *lease takeover modern apt downtown,4051711,monica,manhattan,financial district,40.70809,-74.0017,entire home/apt,210,1,0,0,0.0,1,0
7031803,1 bdr in the heart of harlem,1971850,jonathan,manhattan,harlem,40.81054,-73.94447,private room,135,1,0,0,0.0,1,0
7032396,large 1br apt + balcony in les!,3716646,elena,manhattan,lower east side,40.72115,-73.98308,entire home/apt,240,5,1,2015-09-16,0.02,1,0
7032855,clean & cozy- private room by park and subway!,7651357,jayanthi,brooklyn,flatbush,40.65452,-73.9596,private room,48,2,55,2018-06-14,1.12,1,0
7034609,comfy room close to columbia,36871638,francisco,manhattan,morningside heights,40.81142,-73.95978,private room,70,4,5,2018-01-02,0.1,1,0
7035051,park slope duplex with yard,33821265,liz,brooklyn,park slope,40.67792,-73.98035,private room,200,1,0,0,0.0,1,0
7035579,bright spacious 1br w high ceilings,36885622,james,manhattan,upper west side,40.7855,-73.97642,entire home/apt,125,1,0,0,0.0,1,0
7036079,2br apt. in converted church with large terrace,5781885,annika,brooklyn,cobble hill,40.68836,-73.99763,entire home/apt,285,6,6,2018-10-27,0.13,1,0
7036285,couch or space in shared apartment,36889987,lisa,manhattan,east village,40.72815,-73.97598,shared room,100,1,0,0,0.0,1,0
7036435,quiet bushwick bedroom,5476372,stonie,brooklyn,bushwick,40.69289,-73.92312,private room,35,1,3,2017-01-11,0.06,1,0
7038801,private room in the best part of bk,36907706,brad,brooklyn,crown heights,40.66743,-73.94712,private room,58,7,49,2019-06-01,1.01,1,81
7041968,1 br apartment sublet.,36926132,tassili,manhattan,harlem,40.80594,-73.95363,entire home/apt,80,5,0,0,0.0,1,0
7047076,patio oasis in upper east side,3434070,margaret,manhattan,upper east side,40.77703,-73.94773,entire home/apt,159,4,8,2016-08-08,0.17,1,0
7047329,adorable one-bed in williamsburg!,36956206,taylor,brooklyn,williamsburg,40.71687,-73.94656,entire home/apt,140,1,66,2019-06-16,1.35,1,5
7048195,lrg room 1 block from prospect park,90316,dave,brooklyn,flatbush,40.65231,-73.96189,private room,38,3,0,0,0.0,1,7
7048331,wonderful artists' loft in brooklyn,1154790,daniel,brooklyn,crown heights,40.66673,-73.96127,entire home/apt,289,1,0,0,0.0,1,0
7048508,"welcoming, clean, cheap on st marks",26389845,felipe,manhattan,east village,40.72826,-73.98422,private room,130,1,8,2015-09-06,0.16,2,0
7048518,spare room in williamsburg,36962041,krik,brooklyn,williamsburg,40.70862,-73.94651,private room,80,1,0,0,0.0,1,0
7050316,best location near columbia u,36818817,mifan,manhattan,morningside heights,40.8046,-73.96545,private room,50,1,1,2015-07-06,0.02,2,0
7050731,"comfy, bright room in brooklyn",2042568,megan,brooklyn,park slope,40.67505,-73.98045,private room,95,3,0,0,0.0,1,0
7051619,big studio-one stop from midtown,36980964,christopher,queens,long island city,40.74989,-73.93777,entire home/apt,155,2,5,2015-10-11,0.1,1,0
7054405,large room in prospect park,36999491,kyle,brooklyn,flatbush,40.65326,-73.96011,private room,80,1,0,0,0.0,1,0
